order_id,product_id,customer_id,employee_id,shipper_id,order_date,required_date,shipped_date,ship_status,ship_city,ship_region,ship_postal_code,ship_country,trx_unit_price,quantity,discount,discount_pct,net_sales,freight_alloc,sales_plus_freight,is_late,is_risk
10263,16,ERNSH,9,3,2024-01-04,2024-02-01,2024-01-12,On time,Graz,,8010,Austria,13.9,60,0.25,25,625.5,48.76,674.26,0,0
10263,24,ERNSH,9,3,2024-01-04,2024-02-01,2024-01-12,On time,Graz,,8010,Austria,3.6,28,0.0,0,100.8,7.86,108.66,0,0
10263,30,ERNSH,9,3,2024-01-04,2024-02-01,2024-01-12,On time,Graz,,8010,Austria,20.7,60,0.25,25,931.5,72.61,1004.11,0,0
10263,74,ERNSH,9,3,2024-01-04,2024-02-01,2024-01-12,On time,Graz,,8010,Austria,8.0,36,0.25,25,216.0,16.84,232.84,0,0
10264,2,FOLKO,6,3,2024-01-05,2024-02-02,2024-02-04,Late,BrÃ¤cke,,S-844 67,Sweden,15.2,35,0.0,0,532.0,2.81,534.81,1,1
10264,41,FOLKO,6,3,2024-01-05,2024-02-02,2024-02-04,Late,BrÃ¤cke,,S-844 67,Sweden,7.7,25,0.15,15,163.62,0.86,164.48,1,1
10265,17,BLONP,2,1,2024-01-06,2024-02-03,2024-01-24,On time,Strasbourg,,67000,France,31.2,30,0.0,0,936.0,44.0,980.0,0,0
10265,70,BLONP,2,1,2024-01-06,2024-02-03,2024-01-24,On time,Strasbourg,,67000,France,12.0,20,0.0,0,240.0,11.28,251.28,0,0
10266,12,WARTH,3,3,2024-01-07,2024-02-18,2024-01-12,On time,Oulu,,90110,Finland,30.4,12,0.05,5,346.56,25.73,372.29,0,0
10267,40,FRANK,4,1,2024-01-10,2024-02-07,2024-01-18,On time,MÃ¼nchen,,80805,Germany,14.7,50,0.0,0,735.0,43.35,778.35,0,0
10267,59,FRANK,4,1,2024-01-10,2024-02-07,2024-01-18,On time,MÃ¼nchen,,80805,Germany,44.0,70,0.15,15,2618.0,154.4,2772.4,0,0
10267,76,FRANK,4,1,2024-01-10,2024-02-07,2024-01-18,On time,MÃ¼nchen,,80805,Germany,14.4,15,0.15,15,183.6,10.83,194.43,0,0
10268,29,GROSR,8,3,2024-01-11,2024-02-08,2024-01-14,On time,Caracas,DF,1081,Venezuela,99.0,10,0.0,0,990.0,59.6,1049.6,0,0
10268,72,GROSR,8,3,2024-01-11,2024-02-08,2024-01-14,On time,Caracas,DF,1081,Venezuela,27.8,4,0.0,0,111.2,6.69,117.89,0,0
10269,33,WHITC,5,1,2024-01-12,2024-01-26,2024-01-21,On time,Seattle,WA,98124,USA,2.0,60,0.05,5,114.0,0.81,114.81,0,0
10269,72,WHITC,5,1,2024-01-12,2024-01-26,2024-01-21,On time,Seattle,WA,98124,USA,27.8,20,0.05,5,528.2,3.75,531.95,0,0
10270,36,WARTH,1,1,2024-01-13,2024-02-10,2024-01-14,On time,Oulu,,90110,Finland,15.2,30,0.0,0,456.0,45.25,501.25,0,0
10270,43,WARTH,1,1,2024-01-13,2024-02-10,2024-01-14,On time,Oulu,,90110,Finland,36.8,25,0.0,0,920.0,91.29,1011.29,0,0
10271,33,SPLIR,6,2,2024-01-13,2024-02-10,2024-02-11,Late,Lander,WY,82520,USA,2.0,24,0.0,0,48.0,4.54,52.54,1,1
10272,20,RATTC,6,2,2024-01-14,2024-02-11,2024-01-18,On time,Albuquerque,NM,87110,USA,64.8,6,0.0,0,388.8,26.18,414.98,0,0
10272,31,RATTC,6,2,2024-01-14,2024-02-11,2024-01-18,On time,Albuquerque,NM,87110,USA,10.0,40,0.0,0,400.0,26.93,426.93,0,0
10272,72,RATTC,6,2,2024-01-14,2024-02-11,2024-01-18,On time,Albuquerque,NM,87110,USA,27.8,24,0.0,0,667.2,44.92,712.12,0,0
10273,10,QUICK,3,3,2024-01-17,2024-02-14,2024-01-24,On time,Cunewalde,,1307,Germany,24.8,24,0.05,5,565.44,21.11,586.55,0,0
10273,31,QUICK,3,3,2024-01-17,2024-02-14,2024-01-24,On time,Cunewalde,,1307,Germany,10.0,15,0.05,5,142.5,5.32,147.82,0,0
10273,33,QUICK,3,3,2024-01-17,2024-02-14,2024-01-24,On time,Cunewalde,,1307,Germany,2.0,20,0.0,0,40.0,1.49,41.49,0,0
10273,40,QUICK,3,3,2024-01-17,2024-02-14,2024-01-24,On time,Cunewalde,,1307,Germany,14.7,60,0.05,5,837.9,31.29,869.19,0,0
10273,76,QUICK,3,3,2024-01-17,2024-02-14,2024-01-24,On time,Cunewalde,,1307,Germany,14.4,33,0.05,5,451.44,16.86,468.3,0,0
10274,71,VINET,6,1,2024-01-18,2024-02-15,2024-01-28,On time,Reims,,51100,France,17.2,20,0.0,0,344.0,3.84,347.84,0,0
10274,72,VINET,6,1,2024-01-18,2024-02-15,2024-01-28,On time,Reims,,51100,France,27.8,7,0.0,0,194.6,2.17,196.77,0,0
10275,24,MAGAA,1,1,2024-01-19,2024-02-16,2024-01-21,On time,Bergamo,,24100,Italy,3.6,12,0.05,5,41.04,3.79,44.83,0,0
10275,59,MAGAA,1,1,2024-01-19,2024-02-16,2024-01-21,On time,Bergamo,,24100,Italy,44.0,6,0.05,5,250.8,23.14,273.94,0,0
10276,10,TORTU,8,3,2024-01-20,2024-02-03,2024-01-26,On time,MÃ©xico D.F.,,5033,Mexico,24.8,15,0.0,0,372.0,12.26,384.26,0,0
10276,13,TORTU,8,3,2024-01-20,2024-02-03,2024-01-26,On time,MÃ©xico D.F.,,5033,Mexico,4.8,10,0.0,0,48.0,1.58,49.58,0,0
10277,28,MORGK,2,3,2024-01-21,2024-02-18,2024-01-25,On time,Leipzig,,4179,Germany,36.4,20,0.0,0,728.0,76.25,804.25,0,0
10277,62,MORGK,2,3,2024-01-21,2024-02-18,2024-01-25,On time,Leipzig,,4179,Germany,39.4,12,0.0,0,472.8,49.52,522.32,0,0
10278,44,BERGS,8,2,2024-01-24,2024-02-21,2024-01-28,On time,LuleÃ¥,,S-958 22,Sweden,15.5,16,0.0,0,248.0,15.44,263.44,0,0
10278,59,BERGS,8,2,2024-01-24,2024-02-21,2024-01-28,On time,LuleÃ¥,,S-958 22,Sweden,44.0,15,0.0,0,660.0,41.09,701.09,0,0
10278,63,BERGS,8,2,2024-01-24,2024-02-21,2024-01-28,On time,LuleÃ¥,,S-958 22,Sweden,35.1,8,0.0,0,280.8,17.48,298.28,0,0
10278,73,BERGS,8,2,2024-01-24,2024-02-21,2024-01-28,On time,LuleÃ¥,,S-958 22,Sweden,12.0,25,0.0,0,300.0,18.68,318.68,0,0
10279,17,LEHMS,8,2,2024-01-25,2024-02-22,2024-01-28,On time,Frankfurt a.M.,,60528,Germany,31.2,15,0.25,25,351.0,25.83,376.83,0,0
10280,24,BERGS,2,1,2024-01-26,2024-02-23,2024-02-24,Late,LuleÃ¥,,S-958 22,Sweden,3.6,12,0.0,0,43.2,0.63,43.83,1,1
10280,55,BERGS,2,1,2024-01-26,2024-02-23,2024-02-24,Late,LuleÃ¥,,S-958 22,Sweden,19.2,20,0.0,0,384.0,5.62,389.62,1,1
10280,75,BERGS,2,1,2024-01-26,2024-02-23,2024-02-24,Late,LuleÃ¥,,S-958 22,Sweden,6.2,30,0.0,0,186.0,2.72,188.72,1,1
10281,19,ROMEY,4,1,2024-01-26,2024-02-09,2024-02-02,On time,Madrid,,28001,Spain,7.3,1,0.0,0,7.3,0.25,7.55,0,0
10281,24,ROMEY,4,1,2024-01-26,2024-02-09,2024-02-02,On time,Madrid,,28001,Spain,3.6,6,0.0,0,21.6,0.73,22.33,0,0
10281,35,ROMEY,4,1,2024-01-26,2024-02-09,2024-02-02,On time,Madrid,,28001,Spain,14.4,4,0.0,0,57.6,1.96,59.56,0,0
10282,30,ROMEY,4,1,2024-01-27,2024-02-24,2024-02-02,On time,Madrid,,28001,Spain,20.7,6,0.0,0,124.2,10.14,134.34,0,0
10282,57,ROMEY,4,1,2024-01-27,2024-02-24,2024-02-02,On time,Madrid,,28001,Spain,15.6,2,0.0,0,31.2,2.55,33.75,0,0
10283,15,LILAS,3,3,2024-01-28,2024-02-25,2024-02-04,On time,Barquisimeto,Lara,3508,Venezuela,12.4,20,0.0,0,248.0,14.87,262.87,0,0
10283,19,LILAS,3,3,2024-01-28,2024-02-25,2024-02-04,On time,Barquisimeto,Lara,3508,Venezuela,7.3,18,0.0,0,131.4,7.88,139.28,0,0
10283,60,LILAS,3,3,2024-01-28,2024-02-25,2024-02-04,On time,Barquisimeto,Lara,3508,Venezuela,27.2,35,0.0,0,952.0,57.07,1009.07,0,0
10283,72,LILAS,3,3,2024-01-28,2024-02-25,2024-02-04,On time,Barquisimeto,Lara,3508,Venezuela,27.8,3,0.0,0,83.4,5.0,88.4,0,0
10284,27,LEHMS,4,1,2024-01-31,2024-02-28,2024-02-08,On time,Frankfurt a.M.,,60528,Germany,35.1,15,0.25,25,394.87,25.83,420.7,0,0
10284,44,LEHMS,4,1,2024-01-31,2024-02-28,2024-02-08,On time,Frankfurt a.M.,,60528,Germany,15.5,21,0.0,0,325.5,21.29,346.79,0,0
10284,60,LEHMS,4,1,2024-01-31,2024-02-28,2024-02-08,On time,Frankfurt a.M.,,60528,Germany,27.2,20,0.25,25,408.0,26.69,434.69,0,0
10284,67,LEHMS,4,1,2024-01-31,2024-02-28,2024-02-08,On time,Frankfurt a.M.,,60528,Germany,11.2,5,0.25,25,42.0,2.75,44.75,0,0
10285,1,QUICK,1,2,2024-02-01,2024-02-29,2024-02-07,On time,Cunewalde,,1307,Germany,14.4,45,0.2,20,518.4,22.85,541.25,0,0
10285,40,QUICK,1,2,2024-02-01,2024-02-29,2024-02-07,On time,Cunewalde,,1307,Germany,14.7,40,0.2,20,470.4,20.73,491.13,0,0
10285,53,QUICK,1,2,2024-02-01,2024-02-29,2024-02-07,On time,Cunewalde,,1307,Germany,26.2,36,0.2,20,754.56,33.25,787.81,0,0
10286,35,QUICK,8,3,2024-02-02,2024-03-01,2024-02-11,On time,Cunewalde,,1307,Germany,14.4,100,0.0,0,1440.0,109.45,1549.45,0,0
10286,62,QUICK,8,3,2024-02-02,2024-03-01,2024-02-11,On time,Cunewalde,,1307,Germany,39.4,40,0.0,0,1576.0,119.79,1695.79,0,0
10287,16,RICAR,8,3,2024-02-03,2024-03-02,2024-02-09,On time,Rio de Janeiro,RJ,02389-890,Brazil,13.9,40,0.15,15,472.6,7.36,479.96,0,0
10287,34,RICAR,8,3,2024-02-03,2024-03-02,2024-02-09,On time,Rio de Janeiro,RJ,02389-890,Brazil,11.2,20,0.0,0,224.0,3.49,227.49,0,0
10287,46,RICAR,8,3,2024-02-03,2024-03-02,2024-02-09,On time,Rio de Janeiro,RJ,02389-890,Brazil,9.6,15,0.15,15,122.4,1.91,124.31,0,0
10288,54,REGGC,4,1,2024-02-04,2024-03-03,2024-02-15,On time,Reggio Emilia,,42100,Italy,5.9,10,0.1,10,53.1,4.94,58.04,0,0
10288,68,REGGC,4,1,2024-02-04,2024-03-03,2024-02-15,On time,Reggio Emilia,,42100,Italy,10.0,3,0.1,10,27.0,2.51,29.51,0,0
10289,3,BSBEV,7,3,2024-02-07,2024-03-06,2024-02-09,On time,London,,EC2 5NT,UK,8.0,30,0.0,0,240.0,11.4,251.4,0,0
10289,64,BSBEV,7,3,2024-02-07,2024-03-06,2024-02-09,On time,London,,EC2 5NT,UK,26.6,9,0.0,0,239.4,11.37,250.77,0,0
10290,5,COMMI,8,1,2024-02-08,2024-03-07,2024-02-15,On time,Sao Paulo,SP,05432-043,Brazil,17.0,20,0.0,0,340.0,12.49,352.49,0,0
10290,29,COMMI,8,1,2024-02-08,2024-03-07,2024-02-15,On time,Sao Paulo,SP,05432-043,Brazil,99.0,15,0.0,0,1485.0,54.57,1539.57,0,0
10290,49,COMMI,8,1,2024-02-08,2024-03-07,2024-02-15,On time,Sao Paulo,SP,05432-043,Brazil,16.0,15,0.0,0,240.0,8.82,248.82,0,0
10290,77,COMMI,8,1,2024-02-08,2024-03-07,2024-02-15,On time,Sao Paulo,SP,05432-043,Brazil,10.4,10,0.0,0,104.0,3.82,107.82,0,0
10291,13,QUEDE,6,2,2024-02-08,2024-03-07,2024-02-16,On time,Rio de Janeiro,RJ,02389-673,Brazil,4.8,20,0.1,10,86.4,1.11,87.51,0,0
10291,44,QUEDE,6,2,2024-02-08,2024-03-07,2024-02-16,On time,Rio de Janeiro,RJ,02389-673,Brazil,15.5,24,0.1,10,334.8,4.31,339.11,0,0
10291,51,QUEDE,6,2,2024-02-08,2024-03-07,2024-02-16,On time,Rio de Janeiro,RJ,02389-673,Brazil,42.4,2,0.1,10,76.32,0.98,77.3,0,0
10292,20,TRADH,1,2,2024-02-09,2024-03-08,2024-02-14,On time,Sao Paulo,SP,05634-030,Brazil,64.8,20,0.0,0,1296.0,1.35,1297.35,0,0
10293,18,TORTU,1,3,2024-02-10,2024-03-09,2024-02-23,On time,MÃ©xico D.F.,,5033,Mexico,50.0,12,0.0,0,600.0,14.97,614.97,0,0
10293,24,TORTU,1,3,2024-02-10,2024-03-09,2024-02-23,On time,MÃ©xico D.F.,,5033,Mexico,3.6,10,0.0,0,36.0,0.9,36.9,0,0
10293,63,TORTU,1,3,2024-02-10,2024-03-09,2024-02-23,On time,MÃ©xico D.F.,,5033,Mexico,35.1,5,0.0,0,175.5,4.38,179.88,0,0
10293,75,TORTU,1,3,2024-02-10,2024-03-09,2024-02-23,On time,MÃ©xico D.F.,,5033,Mexico,6.2,6,0.0,0,37.2,0.93,38.13,0,0
10294,1,RATTC,4,2,2024-02-11,2024-03-10,2024-02-17,On time,Albuquerque,NM,87110,USA,14.4,18,0.0,0,259.2,20.22,279.42,0,0
10294,17,RATTC,4,2,2024-02-11,2024-03-10,2024-02-17,On time,Albuquerque,NM,87110,USA,31.2,15,0.0,0,468.0,36.51,504.51,0,0
10294,43,RATTC,4,2,2024-02-11,2024-03-10,2024-02-17,On time,Albuquerque,NM,87110,USA,36.8,15,0.0,0,552.0,43.06,595.06,0,0
10294,60,RATTC,4,2,2024-02-11,2024-03-10,2024-02-17,On time,Albuquerque,NM,87110,USA,27.2,21,0.0,0,571.2,44.56,615.76,0,0
10294,75,RATTC,4,2,2024-02-11,2024-03-10,2024-02-17,On time,Albuquerque,NM,87110,USA,6.2,6,0.0,0,37.2,2.9,40.1,0,0
10295,56,VINET,2,2,2024-02-14,2024-03-13,2024-02-22,On time,Reims,,51100,France,30.4,4,0.0,0,121.6,1.15,122.75,0,0
10296,11,LILAS,6,1,2024-02-15,2024-03-14,2024-02-23,On time,Barquisimeto,Lara,3508,Venezuela,16.8,12,0.0,0,201.6,0.02,201.62,0,0
10296,16,LILAS,6,1,2024-02-15,2024-03-14,2024-02-23,On time,Barquisimeto,Lara,3508,Venezuela,13.9,30,0.0,0,417.0,0.05,417.05,0,0
10296,69,LILAS,6,1,2024-02-15,2024-03-14,2024-02-23,On time,Barquisimeto,Lara,3508,Venezuela,28.8,15,0.0,0,432.0,0.05,432.05,0,0
10297,39,BLONP,5,2,2024-02-16,2024-03-29,2024-02-22,On time,Strasbourg,,67000,France,14.4,60,0.0,0,864.0,3.49,867.49,0,0
10297,72,BLONP,5,2,2024-02-16,2024-03-29,2024-02-22,On time,Strasbourg,,67000,France,27.8,20,0.0,0,556.0,2.25,558.25,0,0
10298,2,HUNGO,6,2,2024-02-17,2024-03-16,2024-02-23,On time,Cork,Co. Cork,,Ireland,15.2,40,0.0,0,608.0,38.67,646.67,0,0
10298,36,HUNGO,6,2,2024-02-17,2024-03-16,2024-02-23,On time,Cork,Co. Cork,,Ireland,15.2,40,0.25,25,456.0,29.0,485.0,0,0
10298,59,HUNGO,6,2,2024-02-17,2024-03-16,2024-02-23,On time,Cork,Co. Cork,,Ireland,44.0,30,0.25,25,990.0,62.96,1052.96,0,0
10298,62,HUNGO,6,2,2024-02-17,2024-03-16,2024-02-23,On time,Cork,Co. Cork,,Ireland,39.4,15,0.0,0,591.0,37.59,628.59,0,0
10299,19,RICAR,4,2,2024-02-18,2024-03-17,2024-02-25,On time,Rio de Janeiro,RJ,02389-890,Brazil,7.3,15,0.0,0,109.5,9.32,118.82,0,0
10299,70,RICAR,4,2,2024-02-18,2024-03-17,2024-02-25,On time,Rio de Janeiro,RJ,02389-890,Brazil,12.0,20,0.0,0,240.0,20.44,260.44,0,0
10300,66,MAGAA,2,2,2024-02-21,2024-03-20,2024-03-01,On time,Bergamo,,24100,Italy,13.6,30,0.0,0,408.0,11.86,419.86,0,0
10300,68,MAGAA,2,2,2024-02-21,2024-03-20,2024-03-01,On time,Bergamo,,24100,Italy,10.0,20,0.0,0,200.0,5.82,205.82,0,0
10301,40,WANDK,8,2,2024-02-21,2024-03-20,2024-02-29,On time,Stuttgart,,70563,Germany,14.7,10,0.0,0,147.0,8.78,155.78,0,0
10301,56,WANDK,8,2,2024-02-21,2024-03-20,2024-02-29,On time,Stuttgart,,70563,Germany,30.4,20,0.0,0,608.0,36.3,644.3,0,0
10302,17,SUPRD,4,2,2024-02-22,2024-03-21,2024-03-22,Late,Charleroi,,B-6000,Belgium,31.2,40,0.0,0,1248.0,2.89,1250.89,1,1
10302,28,SUPRD,4,2,2024-02-22,2024-03-21,2024-03-22,Late,Charleroi,,B-6000,Belgium,36.4,28,0.0,0,1019.2,2.36,1021.56,1,1
10302,43,SUPRD,4,2,2024-02-22,2024-03-21,2024-03-22,Late,Charleroi,,B-6000,Belgium,36.8,12,0.0,0,441.6,1.02,442.62,1,1
10303,40,GODOS,7,2,2024-02-23,2024-03-22,2024-03-01,On time,Sevilla,,41101,Spain,14.7,40,0.1,10,529.2,51.05,580.25,0,0
10303,65,GODOS,7,2,2024-02-23,2024-03-22,2024-03-01,On time,Sevilla,,41101,Spain,16.8,30,0.1,10,453.6,43.76,497.36,0,0
10303,68,GODOS,7,2,2024-02-23,2024-03-22,2024-03-01,On time,Sevilla,,41101,Spain,10.0,15,0.1,10,135.0,13.02,148.02,0,0
10304,49,TORTU,1,2,2024-02-24,2024-03-23,2024-02-29,On time,MÃ©xico D.F.,,5033,Mexico,16.0,30,0.0,0,480.0,32.08,512.08,0,0
10304,59,TORTU,1,2,2024-02-24,2024-03-23,2024-02-29,On time,MÃ©xico D.F.,,5033,Mexico,44.0,10,0.0,0,440.0,29.41,469.41,0,0
10304,71,TORTU,1,2,2024-02-24,2024-03-23,2024-02-29,On time,MÃ©xico D.F.,,5033,Mexico,17.2,2,0.0,0,34.4,2.3,36.7,0,0
10305,18,OLDWO,8,3,2024-02-25,2024-03-24,2024-03-22,On time,Anchorage,AK,99508,USA,50.0,25,0.1,10,1125.0,77.47,1202.47,0,0
10305,29,OLDWO,8,3,2024-02-25,2024-03-24,2024-03-22,On time,Anchorage,AK,99508,USA,99.0,25,0.1,10,2227.5,153.38,2380.88,0,0
10305,39,OLDWO,8,3,2024-02-25,2024-03-24,2024-03-22,On time,Anchorage,AK,99508,USA,14.4,30,0.1,10,388.8,26.77,415.57,0,0
10306,30,ROMEY,1,3,2024-02-28,2024-03-27,2024-03-06,On time,Madrid,,28001,Spain,20.7,10,0.0,0,207.0,3.14,210.14,0,0
10306,53,ROMEY,1,3,2024-02-28,2024-03-27,2024-03-06,On time,Madrid,,28001,Spain,26.2,10,0.0,0,262.0,3.97,265.97,0,0
10306,54,ROMEY,1,3,2024-02-28,2024-03-27,2024-03-06,On time,Madrid,,28001,Spain,5.9,5,0.0,0,29.5,0.45,29.95,0,0
10307,62,LONEP,2,2,2024-02-29,2024-03-28,2024-03-08,On time,Portland,OR,97219,USA,39.4,10,0.0,0,394.0,0.52,394.52,0,0
10307,68,LONEP,2,2,2024-02-29,2024-03-28,2024-03-08,On time,Portland,OR,97219,USA,10.0,3,0.0,0,30.0,0.04,30.04,0,0
10308,69,ANATR,7,3,2024-03-01,2024-03-29,2024-03-07,On time,MÃ©xico D.F.,,5021,Mexico,28.8,1,0.0,0,28.8,0.52,29.32,0,0
10308,70,ANATR,7,3,2024-03-01,2024-03-29,2024-03-07,On time,MÃ©xico D.F.,,5021,Mexico,12.0,5,0.0,0,60.0,1.09,61.09,0,0
10309,4,HUNGO,3,1,2024-03-02,2024-03-30,2024-04-05,Late,Cork,Co. Cork,,Ireland,17.6,20,0.0,0,352.0,9.45,361.45,1,1
